"screen_name","text","created_at"
"SaysSnowman","Like Bill Clinton  Cuomo gives the right some ammo to undermine the left s claims of moral superiority   Hopefully they use it effectively 

But it s not good for New York  I guarantee you the next governor will be worse than he was  ",2021-08-11 12:38:49
"VENGEUR1001","PATHETIC DEMOCRAT SYCOPHANT MEDIA WHORES OF CNN AND MSNBC HOW DOES THE EGG ON YOUR FACES FEEL FROM MASTER CRIMINAL MICHAEL AVENATTI TO MASTER CRIMINAL NEW YORK STATE GOVERNOR ANDREW CUOMO YOUR PICKS FOR WINNERS HAVE TURNED OUT TO BE     CRIMINAL LOSERS  YOU SHOULD BE FIRED STAT ",2021-08-11 12:38:21
"DavidGr07837209","Kathy Hochul to become first female New York governor after Andrew Cuomo resigns over sexual harassment allegations ",2021-08-11 12:38:12
"KeshiaClukey","Andrew Cuomo s next act is a giant question mark  In two weeks  he will step down as governor of New York and it s not clear what he will do for a living or even where he will live  Via  ",2021-08-11 12:38:10
"ScaryMommy","Andrew Cuomo Resigns As Governor Of New York 

Upon announcing his resignation  Cuomo said that   the best way I can help now  is to step down from office 

 ",2021-08-11 12:38:03
"AlliBabaras","Disgraced Eliot Spitzer th Gov of NY was prosecuted out of office by then AG Andrew Cuomo 
 Cuomo ran for Gov 

 Letitia James takes down   
Now  she will run for Governor  
See the pattern ",2021-08-11 12:37:56
"brettturner57","Cuomo grabbed a woman s breast  DeSantis killed forty thousand Floridians  Can we get Cuomo to come be our Governor ",2021-08-11 12:37:39
"Kevman1997"," creepy  Governor Andrew Cuomo saying he loved what he did  that could had been left out",2021-08-11 12:37:17
"KaysGroup","  Is It The Republicans Trying To Finish Off Governor Cuomo Before   Or Dem Democrats  Paving Way With The Sexual Harrassment ❓ Dat Woman With Arm Around His Shoulder❗

A Look at Andrew Cuomo s Net Worth as He Resigns from Role as New York s Governor ",2021-08-11 12:37:17
"STONEYCOOKS","New York Gov  Andrew M  Cuomo s sexual harassment scandals will give New York its first female governor  the under the radar politician Lt  Gov  Kathy Hochul 

By Peter W  Stevenson and Amber Phillips
",2021-08-11 12:36:58
"SeanFinnigan5","Bye  Andrew Cuomo  New York Governor Resigns in Disgrace  via ",2021-08-11 12:36:39
"LizAnnSonders","After resignation of Governor Cuomo  Lieutenant Governor Kathy Hochul will be serving as st female in state s top position  makes NY the st in nation to have had a female governor  leaving nearly   of states which have never had a woman at helm
  ",2021-08-11 12:36:29
"Windwens9","She is the stepsister of Nancy Pelosi  This can become cheerful   

Kathy Hochul becomes New York s next governor following the resignation of Andrew Cuomo on Tuesday  Above  Hochul participates in the Women s March on January     in New York City 
￼ ",2021-08-11 12:36:11
"jacobkornbluh","Israeli Haredi news site reports Cuomo s resignation as a fall from grace of a governor who annoyed the Orthodox community during COVID ",2021-08-11 12:36:06
"FrankGalvin9","Wed    ISSUE NY Times   T O C  

How Cuomo s Downfall Paved the Way for Kathy Hochul to Make History

",2021-08-11 12:36:05
"HellOnHeels2020","Chris Cuomo defied CNN ban to continue advising his Governor brother
 ",2021-08-11 12:35:47
"qxzito1","Wed    ISSUE NY Times   T O C  

How Cuomo s Downfall Paved the Way for Kathy Hochul to Make History

",2021-08-11 12:35:42
"danspapers","Governor Andrew Cuomo put in his two weeks notice on August   resigning amid the increasing likelihood of being impeached for alleged sexual harassment  ",2021-08-11 12:35:09
"scottad13203384","    Cuomo recognized he was going to be impeached  He did not have a come to Jesus moment  Gaetz will be there until it becomes untenable  Best of Luck to Governor in waiting Hochul  is that a thing  ",2021-08-11 12:35:05
"jason_ochoa","  You are wrong  i don t believe those accusations until they show actual proof  Cuomo was a great governor for new York state  i am republican and always voted for him  sad day for new York",2021-08-11 12:35:02
"Dabs_breaux","Sex trafficker Matt Gaetz still running around free as Governor Cuomo resigns  🥺🤔😯 ",2021-08-11 12:34:18
"Alicats4freedom","Praise God Cuomo is out as Governor  Such a cocky  narcissistic  arrogant sociopath  ",2021-08-11 12:33:42
"GinaLawriw","Kathy Hochul  who has been Gov  Andrew Cuomo s lieutenant governor since   is set to take over his job and become the first female governor of New York   via ",2021-08-11 12:32:37
"jrquantico"," Mr  President  why would you praise former Governor Cuomo for doing a hell of a job when he resigned because of multiple allegations of harassment  Let s think about the victims ",2021-08-11 12:32:25
"jmhamiltonblog","Cuomo accusers  vindicated and relieved  as New York governor resigns ",2021-08-11 12:31:59
"PapaKoalaYT","NY fell off when Andrew Cuomo became governor  like w re living in the worst timeline imaginable ",2021-08-11 12:31:38
"JeffPlatsky","Real test for NY s new governor  Will the bureaucratic stranglehold on FOILs sitting at NYS agencies  under directive of the Cuomo admin  find a path to more expedient release under Hochul  Will transparency be a hallmark of Hochul s",2021-08-11 12:31:14
"cmcabo97","Governor Andrew Cuomo finally announced he ll resign after being accused of sexually harassing  women      AndrewCuomo  InfrastructureBill  MountainDew  RedSox  JenniferAniston  LuciferSeason  Fuel",2021-08-11 12:31:07
"nbcwashington","Kathy Hochul is set to ascend as New York s first female governor once Andrew Cuomo resigns in about two weeks  Hochul says she s  prepared to lead   ",2021-08-11 12:31:06
"bbgequality","New York Governor Andrew Cuomo s resignation creates a power vacuum and uncertainty ",2021-08-11 12:31:03
"votejoemchugh","Governor Cuomo s resignation for alleged sexual assault is the result of an attempt to cover up the coronavirus conspiracy 

Gov  Cuomo  Drop the Duop  Join liberty  Keep your job and expose coronavirus and   

 Liberty  America  Constitution",2021-08-11 12:30:17
"CREWcrew","ICYMI  Our statement on Governor Cuomo s resignation  He does not get credit for doing the right thing only after repeatedly doing the wrong things  ",2021-08-11 12:30:13
"syracusedotcom","Top Cuomo aide Melissa DeRosa to stay on governor s staff until he s out of office ",2021-08-11 10:54:39
"syracusedotcom","Top Cuomo aide Melissa DeRosa to stay on governor s staff until he s out of office ",2021-08-11 12:30:02
"RoyaNewsEnglish","New Yorkers react to Governor Andrew Cuomo s resignation  with one of them saying it was  a long time coming  and another qualifying it as  the wisest thing he s done in a long time  

Source  AFP ",2021-08-11 12:30:00
"seantiburcio_","Sad news for New Yorkers  Governor Cuomo is one of the best Governor in NYC  He loves new yorker so much  thank you  for the service and love❤️ ",2021-08-11 12:29:55
"jacksonepierce","Will a new governor bring new priorities    cryptonews",2021-08-11 12:29:35
"SportsbookBTC","Kathy Hochul  First female New York Governor after Cuomo s resignation  ⚽️⚽️  📲 Bet now via ⟶  √ ",2021-08-11 12:29:05
"mmrc47","With Cuomo out  Kathy Hochul will become New York s first female governor   NBC News ",2021-08-11 12:28:56
"DianaDiMenna","⁦⁩ is WELL qualified to lead NY State  We are in very good hands    ",2021-08-11 12:28:40
"JeffCar92278370","Cuomo was the worst kind of Governor  corrupt  sexual predator  and an enemy of the people ",2021-08-11 12:28:38
"gemswinc","How Cuomo s Downfall Paved the Way for Kathy Hochul to Make History ",2021-08-11 12:28:25
"downloadgenei","genei s AI summary 

Andrew Cuomo announced Tuesday that he will step down as governor of New York 

Lt  Gov  Kathy Hochul will take his place 

Cuomo has been accused of sexual harassment by  different women  including current and former staffers 

",2021-08-11 12:27:51
"LauHope"," Why did Ms  Commisso take the time to apply filters and other flattering devices to the selfie she took with Governor Cuomo if she was so distressed  She made sure her frown lines were erased from the photo ",2021-08-11 12:27:46
"redgeo","New York State Governor Andrew Cuomo resigns in sex scandal ",2021-08-11 12:27:43
"SmulroyTellis","via   Why is it that these women are the second step  Why weren t they there in the first place   If you want women candidates to have more opportunity  use  RankedChoiceVoting  ",2021-08-11 12:27:25
"granny_215","Ross and Rachel are no longer on a break   is engaged  and Cuomo is out making  the FIRST female governor of NY  okay   I SEE YOU and I m LOVING IT ",2021-08-11 12:27:21
"phelanm","   Kathy Hochul   New York s Incoming   Governor   ran on four party lines  Democratic  Independence  Conservative   Working Families Party   collecting and spending nearly $  million in her two congressional runs   raised $  million this cycle     ",2021-08-11 12:27:12
"deaver_martha","Cuomo resigns  New York Democrat whom governor promised to  destroy  calls for nursing home accountability   FoxNews",2021-08-11 12:26:50
"google_mayor"," Liberals don t think Cuomo was a great Governor  Who thinks that ",2021-08-11 12:26:44
"Anthony","New York s lieutenant governor  Kathy Hochul  is lining up support for her transition and seeking advice on assembling a new team after the resignation of Gov  Andrew Cuomo 

",2021-08-11 12:26:37
"pVvLKkzXd3Afg8P","P S  
Finally  I would like to thank Governor Cuomo for all his hard work 

 NewYorkGubernatorialElection
 AndrewGiuliani
 AndrewHGiuliani
 andrewhgiuliani 
 RudyGiuliani
 BarronGiuliani 
 NewYorkState
 therudygiuliani
 NewYorkState
 NewYork",2021-08-11 12:26:30
"democracynow","New York Governor Andrew Cuomo announced his resignation Tuesday but continues to deny the accusations of sexual harassment against him   Governor Cuomo is still gaslighting New Yorkers   says New York State Assemblymember   ",2021-08-11 12:26:18
"CNBCPolitics","Cuomo s resignation comes one week after a damning report issued by the state AG s office found he had sexually harassed at least  current and former staffers  ",2021-08-11 12:26:04
"JazzyLife3","Mon    ISSUE NY Times   T O C  

How Cuomo s Downfall Paved the Way for Kathy Hochul to Make History

",2021-08-11 12:25:52
"_theOutpost_","With Cuomo out  Kathy Hochul will become New York s first female governor   NBC News ",2021-08-11 12:25:44
"GannettAlbany","Andrew Cuomo is resigning  but the investigations into his conduct will continue ",2021-08-11 12:25:36
